Num_Count_Private,Alpha_Count_Private,Num_Count_Public,Alpha_Count_Public,Private_Key_length,Public_Key_length,Class_label
39,25,80,50,64,130,Bitcoin
35,29,84,46,64,130,Bitcoin
37,27,84,46,64,130,Bitcoin
31,33,86,44,64,130,Bitcoin
41,23,82,48,64,130,Bitcoin
42,22,91,39,64,130,Bitcoin
41,23,77,53,64,130,Bitcoin
36,28,89,41,64,130,Bitcoin
35,29,73,57,64,130,Bitcoin
34,30,88,42,64,130,Bitcoin
38,26,81,49,64,130,Bitcoin
35,29,75,55,64,130,Bitcoin
39,25,75,55,64,130,Bitcoin
43,21,83,47,64,130,Bitcoin
38,26,81,49,64,130,Bitcoin
40,24,89,41,64,130,Bitcoin
39,25,85,45,64,130,Bitcoin
45,19,93,37,64,130,Bitcoin
37,27,89,41,64,130,Bitcoin
40,24,81,49,64,130,Bitcoin
49,15,79,51,64,130,Bitcoin
37,27,85,45,64,130,Bitcoin
37,27,79,51,64,130,Bitcoin
40,24,76,54,64,130,Bitcoin
44,20,89,41,64,130,Bitcoin
35,29,69,61,64,130,Bitcoin
38,26,77,53,64,130,Bitcoin
43,21,82,48,64,130,Bitcoin
38,26,90,40,64,130,Bitcoin
42,22,80,50,64,130,Bitcoin
35,29,76,54,64,130,Bitcoin
47,17,91,39,64,130,Bitcoin
36,28,87,43,64,130,Bitcoin
39,25,75,55,64,130,Bitcoin
42,22,80,50,64,130,Bitcoin
37,27,79,51,64,130,Bitcoin
39,25,89,41,64,130,Bitcoin
40,24,73,57,64,130,Bitcoin
41,23,85,45,64,130,Bitcoin
37,27,79,51,64,130,Bitcoin
42,22,74,56,64,130,Bitcoin
44,20,74,56,64,130,Bitcoin
36,28,88,42,64,130,Bitcoin
34,30,75,55,64,130,Bitcoin
44,20,84,46,64,130,Bitcoin
39,25,89,41,64,130,Bitcoin
41,23,80,50,64,130,Bitcoin
41,23,71,59,64,130,Bitcoin
45,19,79,51,64,130,Bitcoin
46,18,82,48,64,130,Bitcoin
35,29,81,49,64,130,Bitcoin
37,27,74,56,64,130,Bitcoin
41,23,77,53,64,130,Bitcoin
42,22,88,42,64,130,Bitcoin
34,30,83,47,64,130,Bitcoin
42,22,84,46,64,130,Bitcoin
46,18,80,50,64,130,Bitcoin
37,27,73,57,64,130,Bitcoin
38,26,78,52,64,130,Bitcoin
42,22,76,54,64,130,Bitcoin
43,21,80,50,64,130,Bitcoin
41,23,81,49,64,130,Bitcoin
39,25,93,37,64,130,Bitcoin
43,21,83,47,64,130,Bitcoin
37,27,87,43,64,130,Bitcoin
33,31,84,46,64,130,Bitcoin
37,27,84,46,64,130,Bitcoin
40,24,82,48,64,130,Bitcoin
43,21,89,41,64,130,Bitcoin
42,22,81,49,64,130,Bitcoin
44,20,71,59,64,130,Bitcoin
38,26,77,53,64,130,Bitcoin
42,22,79,51,64,130,Bitcoin
43,21,77,53,64,130,Bitcoin
39,25,77,53,64,130,Bitcoin
44,20,76,54,64,130,Bitcoin
48,16,86,44,64,130,Bitcoin
36,28,89,41,64,130,Bitcoin
44,20,78,52,64,130,Bitcoin
42,22,83,47,64,130,Bitcoin
40,24,86,44,64,130,Bitcoin
36,28,90,40,64,130,Bitcoin
34,30,84,46,64,130,Bitcoin
41,23,77,53,64,130,Bitcoin
40,24,82,48,64,130,Bitcoin
39,25,89,41,64,130,Bitcoin
40,24,84,46,64,130,Bitcoin
43,21,72,58,64,130,Bitcoin
42,22,85,45,64,130,Bitcoin
34,30,80,50,64,130,Bitcoin
27,37,71,59,64,130,Bitcoin
46,18,83,47,64,130,Bitcoin
38,26,78,52,64,130,Bitcoin
40,24,84,46,64,130,Bitcoin
37,27,73,57,64,130,Bitcoin
37,27,84,46,64,130,Bitcoin
39,25,80,50,64,130,Bitcoin
42,22,88,42,64,130,Bitcoin
40,24,88,42,64,130,Bitcoin
35,29,80,50,64,130,Bitcoin
44,20,88,42,64,130,Bitcoin
43,21,85,45,64,130,Bitcoin
43,21,82,48,64,130,Bitcoin
41,23,78,52,64,130,Bitcoin
37,27,97,33,64,130,Bitcoin
39,25,85,45,64,130,Bitcoin
45,19,81,49,64,130,Bitcoin
44,20,92,38,64,130,Bitcoin
38,26,79,51,64,130,Bitcoin
41,23,81,49,64,130,Bitcoin
46,18,89,41,64,130,Bitcoin
48,16,80,50,64,130,Bitcoin
37,27,83,47,64,130,Bitcoin
39,25,89,41,64,130,Bitcoin
36,28,79,51,64,130,Bitcoin
40,24,75,55,64,130,Bitcoin
39,25,79,51,64,130,Bitcoin
44,20,78,52,64,130,Bitcoin
44,20,77,53,64,130,Bitcoin
38,26,70,60,64,130,Bitcoin
46,18,86,44,64,130,Bitcoin
37,27,79,51,64,130,Bitcoin
36,28,89,41,64,130,Bitcoin
38,26,81,49,64,130,Bitcoin
41,23,81,49,64,130,Bitcoin
41,23,86,44,64,130,Bitcoin
39,25,85,45,64,130,Bitcoin
50,14,79,51,64,130,Bitcoin
43,21,77,53,64,130,Bitcoin
37,27,91,39,64,130,Bitcoin
46,18,84,46,64,130,Bitcoin
41,23,86,44,64,130,Bitcoin
42,22,83,47,64,130,Bitcoin
33,31,83,47,64,130,Bitcoin
46,18,89,41,64,130,Bitcoin
38,26,79,51,64,130,Bitcoin
44,20,76,54,64,130,Bitcoin
40,24,82,48,64,130,Bitcoin
44,20,86,44,64,130,Bitcoin
40,24,85,45,64,130,Bitcoin
46,18,77,53,64,130,Bitcoin
33,31,87,43,64,130,Bitcoin
36,28,82,48,64,130,Bitcoin
31,33,83,47,64,130,Bitcoin
39,25,82,48,64,130,Bitcoin
36,28,79,51,64,130,Bitcoin
42,22,76,54,64,130,Bitcoin
34,30,85,45,64,130,Bitcoin
39,25,90,40,64,130,Bitcoin
42,22,68,62,64,130,Bitcoin
43,21,79,51,64,130,Bitcoin
41,23,91,39,64,130,Bitcoin
33,31,75,55,64,130,Bitcoin
47,17,84,46,64,130,Bitcoin
39,25,92,38,64,130,Bitcoin
37,27,92,38,64,130,Bitcoin
42,22,87,43,64,130,Bitcoin
39,25,78,52,64,130,Bitcoin
44,20,78,52,64,130,Bitcoin
35,29,82,48,64,130,Bitcoin
37,27,77,53,64,130,Bitcoin
43,21,87,43,64,130,Bitcoin
45,19,73,57,64,130,Bitcoin
40,24,89,41,64,130,Bitcoin
43,21,86,44,64,130,Bitcoin
37,27,74,56,64,130,Bitcoin
36,28,74,56,64,130,Bitcoin
41,23,90,40,64,130,Bitcoin
42,22,78,52,64,130,Bitcoin
35,29,82,48,64,130,Bitcoin
35,29,87,43,64,130,Bitcoin
36,28,76,54,64,130,Bitcoin
39,25,78,52,64,130,Bitcoin
38,26,82,48,64,130,Bitcoin
41,23,81,49,64,130,Bitcoin
41,23,83,47,64,130,Bitcoin
40,24,82,48,64,130,Bitcoin
47,17,82,48,64,130,Bitcoin
39,25,76,54,64,130,Bitcoin
41,23,86,44,64,130,Bitcoin
38,26,80,50,64,130,Bitcoin
41,23,80,50,64,130,Bitcoin
42,22,83,47,64,130,Bitcoin
41,23,88,42,64,130,Bitcoin
39,25,84,46,64,130,Bitcoin
43,21,88,42,64,130,Bitcoin
37,27,89,41,64,130,Bitcoin
41,23,76,54,64,130,Bitcoin
41,23,81,49,64,130,Bitcoin
39,25,79,51,64,130,Bitcoin
40,24,84,46,64,130,Bitcoin
39,25,80,50,64,130,Bitcoin
39,25,79,51,64,130,Bitcoin
38,26,82,48,64,130,Bitcoin
40,24,85,45,64,130,Bitcoin
36,28,77,53,64,130,Bitcoin
43,21,85,45,64,130,Bitcoin
43,21,93,37,64,130,Bitcoin
36,28,81,49,64,130,Bitcoin
42,22,72,58,64,130,Bitcoin
38,26,92,38,64,130,Bitcoin
41,23,89,41,64,130,Bitcoin
43,21,70,60,64,130,Bitcoin
41,23,78,52,64,130,Bitcoin
42,22,76,54,64,130,Bitcoin
34,30,89,41,64,130,Bitcoin
39,25,76,54,64,130,Bitcoin
44,20,92,38,64,130,Bitcoin
37,27,82,48,64,130,Bitcoin
41,23,80,50,64,130,Bitcoin
31,33,83,47,64,130,Bitcoin
43,21,77,53,64,130,Bitcoin
48,16,88,42,64,130,Bitcoin
35,29,74,56,64,130,Bitcoin
41,23,92,38,64,130,Bitcoin
37,27,86,44,64,130,Bitcoin
33,31,80,50,64,130,Bitcoin
41,23,78,52,64,130,Bitcoin
37,27,91,39,64,130,Bitcoin
43,21,89,41,64,130,Bitcoin
43,21,90,40,64,130,Bitcoin
44,20,81,49,64,130,Bitcoin
47,17,90,40,64,130,Bitcoin
43,21,84,46,64,130,Bitcoin
41,23,83,47,64,130,Bitcoin
38,26,86,44,64,130,Bitcoin
44,20,73,57,64,130,Bitcoin
46,18,79,51,64,130,Bitcoin
36,28,89,41,64,130,Bitcoin
45,19,80,50,64,130,Bitcoin
37,27,74,56,64,130,Bitcoin
36,28,88,42,64,130,Bitcoin
40,24,73,57,64,130,Bitcoin
42,22,84,46,64,130,Bitcoin
37,27,83,47,64,130,Bitcoin
40,24,82,48,64,130,Bitcoin
44,20,76,54,64,130,Bitcoin
40,24,76,54,64,130,Bitcoin
41,23,89,41,64,130,Bitcoin
43,21,89,41,64,130,Bitcoin
45,19,83,47,64,130,Bitcoin
37,27,77,53,64,130,Bitcoin
43,21,80,50,64,130,Bitcoin
39,25,85,45,64,130,Bitcoin
37,27,78,52,64,130,Bitcoin
45,19,80,50,64,130,Bitcoin
41,23,76,54,64,130,Bitcoin
40,24,73,57,64,130,Bitcoin
40,24,84,46,64,130,Bitcoin
40,24,79,51,64,130,Bitcoin
43,21,88,42,64,130,Bitcoin
35,29,86,44,64,130,Bitcoin
45,19,78,52,64,130,Bitcoin
39,25,87,43,64,130,Bitcoin
40,24,82,48,64,130,Bitcoin
39,25,73,57,64,130,Bitcoin
33,31,86,44,64,130,Bitcoin
37,27,86,44,64,130,Bitcoin
47,17,85,45,64,130,Bitcoin
36,28,81,49,64,130,Bitcoin
39,25,86,44,64,130,Bitcoin
42,22,86,44,64,130,Bitcoin
42,22,94,36,64,130,Bitcoin
44,20,89,41,64,130,Bitcoin
38,26,88,42,64,130,Bitcoin
41,23,92,38,64,130,Bitcoin
42,22,80,50,64,130,Bitcoin
41,23,87,43,64,130,Bitcoin
36,28,82,48,64,130,Bitcoin
40,24,84,46,64,130,Bitcoin
37,27,81,47,64,128,Dogecoin
47,17,79,49,64,128,Dogecoin
43,21,82,46,64,128,Dogecoin
39,25,77,51,64,128,Dogecoin
34,30,75,53,64,128,Dogecoin
35,29,76,52,64,128,Dogecoin
36,28,86,42,64,128,Dogecoin
38,26,76,52,64,128,Dogecoin
32,32,80,48,64,128,Dogecoin
43,21,86,42,64,128,Dogecoin
40,24,79,49,64,128,Dogecoin
40,24,90,38,64,128,Dogecoin
40,24,81,47,64,128,Dogecoin
37,27,86,42,64,128,Dogecoin
44,20,89,39,64,128,Dogecoin
45,19,84,44,64,128,Dogecoin
43,21,79,49,64,128,Dogecoin
41,23,89,39,64,128,Dogecoin
36,28,76,52,64,128,Dogecoin
42,22,82,46,64,128,Dogecoin
43,21,74,54,64,128,Dogecoin
37,27,81,47,64,128,Dogecoin
38,26,83,45,64,128,Dogecoin
37,27,84,44,64,128,Dogecoin
39,25,74,54,64,128,Dogecoin
39,25,85,43,64,128,Dogecoin
37,27,77,51,64,128,Dogecoin
40,24,73,55,64,128,Dogecoin
38,26,71,57,64,128,Dogecoin
42,22,87,41,64,128,Dogecoin
41,23,70,58,64,128,Dogecoin
40,24,71,57,64,128,Dogecoin
35,29,79,49,64,128,Dogecoin
42,22,73,55,64,128,Dogecoin
35,29,86,42,64,128,Dogecoin
44,20,84,44,64,128,Dogecoin
38,26,81,47,64,128,Dogecoin
48,16,90,38,64,128,Dogecoin
41,23,76,52,64,128,Dogecoin
50,14,70,58,64,128,Dogecoin
38,26,79,49,64,128,Dogecoin
42,22,75,53,64,128,Dogecoin
33,31,83,45,64,128,Dogecoin
34,30,87,41,64,128,Dogecoin
36,28,76,52,64,128,Dogecoin
42,22,83,45,64,128,Dogecoin
38,26,84,44,64,128,Dogecoin
39,25,86,42,64,128,Dogecoin
43,21,86,42,64,128,Dogecoin
44,20,87,41,64,128,Dogecoin
39,25,83,45,64,128,Dogecoin
35,29,83,45,64,128,Dogecoin
41,23,77,51,64,128,Dogecoin
41,23,77,51,64,128,Dogecoin
37,27,76,52,64,128,Dogecoin
37,27,72,56,64,128,Dogecoin
36,28,80,48,64,128,Dogecoin
38,26,73,55,64,128,Dogecoin
41,23,78,50,64,128,Dogecoin
47,17,80,48,64,128,Dogecoin
38,26,85,43,64,128,Dogecoin
46,18,73,55,64,128,Dogecoin
35,29,74,54,64,128,Dogecoin
37,27,85,43,64,128,Dogecoin
44,20,81,47,64,128,Dogecoin
40,24,73,55,64,128,Dogecoin
44,20,77,51,64,128,Dogecoin
34,30,75,53,64,128,Dogecoin
34,30,81,47,64,128,Dogecoin
40,24,80,48,64,128,Dogecoin
37,27,83,45,64,128,Dogecoin
42,22,88,40,64,128,Dogecoin
44,20,77,51,64,128,Dogecoin
39,25,80,48,64,128,Dogecoin
39,25,82,46,64,128,Dogecoin
45,19,82,46,64,128,Dogecoin
50,14,89,39,64,128,Dogecoin
39,25,73,55,64,128,Dogecoin
42,22,75,53,64,128,Dogecoin
33,31,76,52,64,128,Dogecoin
38,26,80,48,64,128,Dogecoin
42,22,77,51,64,128,Dogecoin
40,24,88,40,64,128,Dogecoin
38,26,81,47,64,128,Dogecoin
37,27,83,45,64,128,Dogecoin
42,22,76,52,64,128,Dogecoin
39,25,84,44,64,128,Dogecoin
41,23,78,50,64,128,Dogecoin
34,30,81,47,64,128,Dogecoin
45,19,77,51,64,128,Dogecoin
41,23,82,46,64,128,Dogecoin
41,23,70,58,64,128,Dogecoin
37,27,77,51,64,128,Dogecoin
41,23,88,40,64,128,Dogecoin
37,27,66,62,64,128,Dogecoin
43,21,91,37,64,128,Dogecoin
33,31,82,46,64,128,Dogecoin
44,20,82,46,64,128,Dogecoin
38,26,76,52,64,128,Dogecoin
36,28,81,47,64,128,Dogecoin
42,22,79,49,64,128,Dogecoin
39,25,71,57,64,128,Dogecoin
39,25,78,50,64,128,Dogecoin
39,25,77,51,64,128,Dogecoin
36,28,71,57,64,128,Dogecoin
37,27,83,45,64,128,Dogecoin
43,21,79,49,64,128,Dogecoin
37,27,77,51,64,128,Dogecoin
44,20,82,46,64,128,Dogecoin
39,25,84,44,64,128,Dogecoin
40,24,79,49,64,128,Dogecoin
39,25,81,47,64,128,Dogecoin
38,26,86,42,64,128,Dogecoin
34,30,78,50,64,128,Dogecoin
35,29,81,47,64,128,Dogecoin
48,16,79,49,64,128,Dogecoin
41,23,90,38,64,128,Dogecoin
38,26,79,49,64,128,Dogecoin
36,28,90,38,64,128,Dogecoin
44,20,77,51,64,128,Dogecoin
44,20,81,47,64,128,Dogecoin
39,25,65,63,64,128,Dogecoin
40,24,84,44,64,128,Dogecoin
36,28,76,52,64,128,Dogecoin
39,25,79,49,64,128,Dogecoin
43,21,74,54,64,128,Dogecoin
43,21,82,46,64,128,Dogecoin
48,16,73,55,64,128,Dogecoin
34,30,75,53,64,128,Dogecoin
34,30,74,54,64,128,Dogecoin
41,23,79,49,64,128,Dogecoin
45,19,85,43,64,128,Dogecoin
40,24,92,36,64,128,Dogecoin
42,22,89,39,64,128,Dogecoin
39,25,73,55,64,128,Dogecoin
45,19,85,43,64,128,Dogecoin
43,21,87,41,64,128,Dogecoin
42,22,88,40,64,128,Dogecoin
36,28,75,53,64,128,Dogecoin
40,24,80,48,64,128,Dogecoin
42,22,70,58,64,128,Dogecoin
42,22,81,47,64,128,Dogecoin
43,21,83,45,64,128,Dogecoin
36,28,82,46,64,128,Dogecoin
38,26,84,44,64,128,Dogecoin
39,25,72,56,64,128,Dogecoin
41,23,90,38,64,128,Dogecoin
38,26,80,48,64,128,Dogecoin
39,25,92,36,64,128,Dogecoin
39,25,81,47,64,128,Dogecoin
39,25,70,58,64,128,Dogecoin
37,27,78,50,64,128,Dogecoin
36,28,81,47,64,128,Dogecoin
44,20,73,55,64,128,Dogecoin
41,23,87,41,64,128,Dogecoin
45,19,79,49,64,128,Dogecoin
45,19,82,46,64,128,Dogecoin
39,25,83,45,64,128,Dogecoin
48,16,79,49,64,128,Dogecoin
41,23,84,44,64,128,Dogecoin
46,18,83,45,64,128,Dogecoin
42,22,85,43,64,128,Dogecoin
39,25,90,38,64,128,Dogecoin
41,23,82,46,64,128,Dogecoin
35,29,82,46,64,128,Dogecoin
42,22,78,50,64,128,Dogecoin
38,26,75,53,64,128,Dogecoin
43,21,82,46,64,128,Dogecoin
39,25,72,56,64,128,Dogecoin
38,26,81,47,64,128,Dogecoin
41,23,79,49,64,128,Dogecoin
35,29,91,37,64,128,Dogecoin
40,24,82,46,64,128,Dogecoin
40,24,73,55,64,128,Dogecoin
37,27,79,49,64,128,Dogecoin
42,22,79,49,64,128,Dogecoin
32,32,77,51,64,128,Dogecoin
42,22,87,41,64,128,Dogecoin
41,23,74,54,64,128,Dogecoin
44,20,76,52,64,128,Dogecoin
36,28,82,46,64,128,Dogecoin
46,18,86,42,64,128,Dogecoin
33,31,87,41,64,128,Dogecoin
39,25,73,55,64,128,Dogecoin
40,24,86,42,64,128,Dogecoin
41,23,78,50,64,128,Dogecoin
42,22,87,41,64,128,Dogecoin
40,24,78,50,64,128,Dogecoin
40,24,80,48,64,128,Dogecoin
36,28,83,45,64,128,Dogecoin
39,25,74,54,64,128,Dogecoin
43,21,80,48,64,128,Dogecoin
43,21,75,53,64,128,Dogecoin
33,31,84,44,64,128,Dogecoin
38,26,73,55,64,128,Dogecoin
43,21,77,51,64,128,Dogecoin
39,25,80,48,64,128,Dogecoin
40,24,83,45,64,128,Dogecoin
41,23,80,48,64,128,Dogecoin
38,26,88,40,64,128,Dogecoin
42,22,77,51,64,128,Dogecoin
44,20,80,48,64,128,Dogecoin
42,22,84,44,64,128,Dogecoin
39,25,84,44,64,128,Dogecoin
39,25,82,46,64,128,Dogecoin
34,30,74,54,64,128,Dogecoin
42,22,64,64,64,128,Dogecoin
44,20,80,48,64,128,Dogecoin
39,25,78,50,64,128,Dogecoin
43,21,81,47,64,128,Dogecoin
40,24,63,65,64,128,Dogecoin
40,24,77,51,64,128,Dogecoin
41,23,84,44,64,128,Dogecoin
38,26,82,46,64,128,Dogecoin
37,27,82,46,64,128,Dogecoin
39,25,83,45,64,128,Dogecoin
39,25,81,47,64,128,Dogecoin
42,22,76,52,64,128,Dogecoin
47,17,79,49,64,128,Dogecoin
41,23,88,40,64,128,Dogecoin
40,24,83,45,64,128,Dogecoin
33,31,82,46,64,128,Dogecoin
40,24,87,41,64,128,Dogecoin
37,27,75,53,64,128,Dogecoin
38,26,86,42,64,128,Dogecoin
37,27,75,53,64,128,Dogecoin
38,26,81,47,64,128,Dogecoin
34,30,79,49,64,128,Dogecoin
42,22,74,54,64,128,Dogecoin
45,19,83,45,64,128,Dogecoin
43,21,82,46,64,128,Dogecoin
38,26,82,46,64,128,Dogecoin
36,28,71,57,64,128,Dogecoin
37,27,74,54,64,128,Dogecoin
40,24,71,57,64,128,Dogecoin
41,23,77,51,64,128,Dogecoin
42,22,75,53,64,128,Dogecoin
38,26,75,53,64,128,Dogecoin
42,22,79,49,64,128,Dogecoin
39,25,81,47,64,128,Dogecoin
37,27,89,39,64,128,Dogecoin
36,28,77,51,64,128,Dogecoin
41,23,83,45,64,128,Dogecoin
41,23,91,37,64,128,Dogecoin
42,22,79,49,64,128,Dogecoin
45,19,86,42,64,128,Dogecoin
37,27,80,48,64,128,Dogecoin
37,27,77,51,64,128,Dogecoin
41,23,68,60,64,128,Dogecoin
42,22,73,55,64,128,Dogecoin
34,30,88,40,64,128,Dogecoin
32,32,83,45,64,128,Dogecoin
39,25,84,44,64,128,Dogecoin
44,20,76,52,64,128,Dogecoin
39,25,80,48,64,128,Dogecoin
37,27,80,48,64,128,Dogecoin
42,22,82,46,64,128,Dogecoin
44,20,79,49,64,128,Dogecoin
40,24,70,58,64,128,Dogecoin
45,19,78,50,64,128,Dogecoin
36,28,74,54,64,128,Dogecoin
45,19,85,43,64,128,Dogecoin
43,21,84,44,64,128,Dogecoin
43,21,74,54,64,128,Dogecoin
42,22,83,45,64,128,Dogecoin
35,29,70,58,64,128,Dogecoin
42,22,89,39,64,128,Dogecoin
41,23,75,53,64,128,Dogecoin
39,25,82,46,64,128,Dogecoin
42,22,81,47,64,128,Dogecoin
35,29,85,43,64,128,Dogecoin
43,21,77,51,64,128,Dogecoin
39,25,86,42,64,128,Dogecoin
38,26,76,52,64,128,Dogecoin
45,19,75,53,64,128,Dogecoin
42,22,82,46,64,128,Dogecoin
43,21,78,50,64,128,Dogecoin
47,17,83,45,64,128,Dogecoin
40,24,70,58,64,128,Dogecoin
40,24,72,56,64,128,Dogecoin
41,23,81,47,64,128,Dogecoin
38,26,83,45,64,128,Dogecoin
45,19,84,44,64,128,Dogecoin
41,23,77,51,64,128,Dogecoin
39,25,84,44,64,128,Dogecoin
41,23,74,54,64,128,Dogecoin
35,29,75,53,64,128,Dogecoin
38,26,86,42,64,128,Dogecoin
42,22,76,52,64,128,Dogecoin
40,24,77,51,64,128,Dogecoin
41,23,87,41,64,128,Dogecoin
40,24,79,49,64,128,Dogecoin
40,24,77,51,64,128,Dogecoin
37,27,81,47,64,128,Dogecoin
44,20,70,58,64,128,Dogecoin
42,22,80,48,64,128,Dogecoin
43,21,80,48,64,128,Dogecoin
39,25,80,48,64,128,Dogecoin
35,29,81,47,64,128,Dogecoin
43,21,73,55,64,128,Dogecoin
41,23,73,55,64,128,Dogecoin
43,21,85,43,64,128,Dogecoin
35,29,85,43,64,128,Dogecoin
41,23,90,38,64,128,Dogecoin
32,32,83,45,64,128,Dogecoin
39,25,68,60,64,128,Dogecoin
39,25,72,56,64,128,Dogecoin
42,22,78,50,64,128,Dogecoin
43,21,80,48,64,128,Dogecoin
40,24,84,44,64,128,Dogecoin
41,23,82,46,64,128,Dogecoin
39,25,77,51,64,128,Dogecoin
46,18,71,57,64,128,Dogecoin
33,31,90,38,64,128,Dogecoin
45,19,70,58,64,128,Dogecoin
45,19,83,45,64,128,Dogecoin
40,24,75,53,64,128,Dogecoin
44,20,81,47,64,128,Dogecoin
41,23,75,53,64,128,Dogecoin
39,25,84,44,64,128,Dogecoin
41,23,85,43,64,128,Dogecoin
37,27,70,58,64,128,Dogecoin
48,16,79,49,64,128,Dogecoin
44,20,74,54,64,128,Dogecoin
38,26,81,47,64,128,Dogecoin
42,22,87,41,64,128,Dogecoin
39,25,87,41,64,128,Dogecoin
38,26,74,54,64,128,Dogecoin
39,25,81,47,64,128,Dogecoin
41,23,84,44,64,128,Dogecoin
41,23,77,51,64,128,Dogecoin
41,23,80,48,64,128,Dogecoin
40,24,89,39,64,128,Dogecoin
33,31,83,45,64,128,Dogecoin
36,28,79,49,64,128,Dogecoin
44,20,84,44,64,128,Dogecoin
37,27,83,45,64,128,Dogecoin
44,20,69,59,64,128,Dogecoin
48,16,67,61,64,128,Dogecoin
43,21,80,48,64,128,Dogecoin
36,28,74,54,64,128,Dogecoin
39,25,73,55,64,128,Dogecoin
37,27,82,46,64,128,Dogecoin
41,23,82,46,64,128,Dogecoin
48,16,80,48,64,128,Dogecoin
43,21,85,43,64,128,Dogecoin
42,22,70,58,64,128,Dogecoin
38,26,86,42,64,128,Dogecoin
44,20,77,51,64,128,Dogecoin
42,22,82,46,64,128,Dogecoin
38,26,87,41,64,128,Dogecoin
41,23,81,47,64,128,Dogecoin
38,26,85,43,64,128,Dogecoin
37,27,81,47,64,128,Dogecoin
43,21,80,48,64,128,Dogecoin
41,23,73,55,64,128,Dogecoin
44,20,82,46,64,128,Dogecoin
37,27,71,57,64,128,Dogecoin
31,33,86,42,64,128,Dogecoin
42,22,86,42,64,128,Dogecoin
35,29,78,50,64,128,Dogecoin
37,27,77,51,64,128,Dogecoin
37,27,77,51,64,128,Dogecoin
31,33,85,43,64,128,Dogecoin
34,30,83,45,64,128,Dogecoin
41,23,71,57,64,128,Dogecoin
36,28,76,52,64,128,Dogecoin
43,21,80,48,64,128,Dogecoin
38,26,85,43,64,128,Dogecoin
39,25,91,37,64,128,Dogecoin
40,24,66,62,64,128,Dogecoin
36,28,79,49,64,128,Dogecoin
39,25,82,46,64,128,Dogecoin
34,30,86,42,64,128,Dogecoin
38,26,84,44,64,128,Dogecoin
36,28,69,59,64,128,Dogecoin
38,26,70,58,64,128,Dogecoin
39,25,71,57,64,128,Dogecoin
39,25,81,47,64,128,Dogecoin
44,20,77,51,64,128,Dogecoin
45,19,85,43,64,128,Dogecoin
40,24,79,49,64,128,Dogecoin
35,29,75,53,64,128,Dogecoin
43,21,82,46,64,128,Dogecoin
40,24,88,40,64,128,Dogecoin
39,25,86,42,64,128,Dogecoin
37,27,82,46,64,128,Dogecoin
34,30,79,49,64,128,Dogecoin
49,15,72,56,64,128,Dogecoin
38,26,71,57,64,128,Dogecoin
35,29,87,41,64,128,Dogecoin
41,23,80,48,64,128,Dogecoin
37,27,70,58,64,128,Dogecoin
42,22,74,54,64,128,Dogecoin
45,19,78,50,64,128,Dogecoin
44,20,88,40,64,128,Dogecoin
40,24,75,53,64,128,Dogecoin
41,23,80,48,64,128,Dogecoin
37,27,77,51,64,128,Dogecoin
49,15,84,44,64,128,Dogecoin
43,21,80,48,64,128,Dogecoin
41,23,79,49,64,128,Dogecoin
40,24,77,51,64,128,Dogecoin
47,17,76,52,64,128,Dogecoin
36,28,80,48,64,128,Dogecoin
46,18,81,47,64,128,Dogecoin
41,23,82,46,64,128,Dogecoin
37,27,90,38,64,128,Dogecoin
37,27,84,44,64,128,Dogecoin
42,22,77,51,64,128,Dogecoin
37,27,88,40,64,128,Dogecoin
38,26,84,44,64,128,Dogecoin
40,24,77,51,64,128,Dogecoin
39,25,78,50,64,128,Dogecoin
44,20,74,54,64,128,Dogecoin
39,25,91,37,64,128,Dogecoin
42,22,83,45,64,128,Dogecoin
40,24,81,47,64,128,Dogecoin
39,25,75,53,64,128,Dogecoin
34,30,85,43,64,128,Dogecoin
35,29,78,50,64,128,Dogecoin
45,19,80,48,64,128,Dogecoin
36,28,84,44,64,128,Dogecoin
30,34,70,58,64,128,Dogecoin
34,30,89,39,64,128,Dogecoin
38,26,71,57,64,128,Dogecoin
43,21,80,48,64,128,Dogecoin
39,25,75,53,64,128,Dogecoin
41,23,82,46,64,128,Dogecoin
40,24,75,53,64,128,Dogecoin
48,16,73,55,64,128,Dogecoin
36,28,85,43,64,128,Dogecoin
42,22,72,56,64,128,Dogecoin
34,30,77,51,64,128,Dogecoin
45,19,88,40,64,128,Dogecoin
37,27,83,45,64,128,Dogecoin
38,26,86,42,64,128,Dogecoin
36,28,75,53,64,128,Dogecoin
38,26,78,50,64,128,Dogecoin
41,23,87,41,64,128,Dogecoin
44,20,76,52,64,128,Dogecoin
41,23,77,51,64,128,Dogecoin
39,25,78,50,64,128,Dogecoin
41,23,81,47,64,128,Dogecoin
45,19,86,42,64,128,Dogecoin
36,28,86,42,64,128,Dogecoin
44,20,81,47,64,128,Dogecoin
38,26,76,52,64,128,Dogecoin
38,26,94,34,64,128,Dogecoin
39,25,81,47,64,128,Dogecoin
45,19,70,58,64,128,Dogecoin
47,17,78,50,64,128,Dogecoin
38,26,87,41,64,128,Dogecoin
41,23,70,58,64,128,Dogecoin
34,30,73,55,64,128,Dogecoin
32,32,80,48,64,128,Dogecoin
38,26,75,53,64,128,Dogecoin
32,32,79,49,64,128,Dogecoin
37,27,81,47,64,128,Dogecoin
34,30,83,45,64,128,Dogecoin
38,26,82,46,64,128,Dogecoin
40,24,76,52,64,128,Dogecoin
39,25,83,45,64,128,Dogecoin
